Gestão SUS,Esfera,Coord Reg de Saúde,Superv Tec de Saude,Subprefeitura,Distrito,nº CNES,Nome,Endereco,Telefone
SMS,MUNICIPAL,Sudeste,Vila Prudente/ Sapopemba,Vila Prudente,São Lucas,4050401,UBS V REUNIDAS I,"R. SÃO JOSE DAS ESPINHARAS, 400, VL INDUSTRIAL, São Paulo, 03249030",2702-5924
SMS,PRIVADA,Sudeste,Vila Prudente/ Sapopemba,Vila Prudente,Vila Prudente,2065673,SEDIT UNIDADE DE DIALISE,"R. CHAMANTA, 1351, PRQ DA MOOCA, São Paulo, 03127001",2219-6400
SES,ESTADUAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2091690,CENTRO DE REABILITACAO UMARIZAL,"R. GUARAMEMBE, 589, JARDIM UMARIZAL, São Paulo, 05756350",5841-7414
SES,ESTADUAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,5451612,INSTITUTO DE REABILITACAO LUCY MONTORO,"R. JANDIATUBA, 200, VILA ANDRADE, São Paulo, 05716150",3905-8300
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6218830,AMA CAPAO REDONDO,"AV. COMENDADOR SANTANA, 774, JD BOA ESPERANÇA, São Paulo, 05866000",5874-2846
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,6728626,AMA PARAISOPOLIS,"R. SILVEIRA SAMPAIO, 160, JD MORUMBI, São Paulo, 05656010",3742-5394
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6131662,AMA PARQUE FERNANDA,"R. ERNESTO SOARES FILHO, 301, PQ FERNANDA, São Paulo, 05888070",5825-3387
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,6131670,AMA PIRAJUSSARA,"AV. AMADEU DA SILVA SAMELO, 423, JD MARTINICA, São Paulo, 05760140",5844-7937
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,6131689,AMA V PREL ANTONIO BERNARDES OLIVEIRA,"R. TEREZA MAIA PINTO, 11, VL PREL, São Paulo, 05780390",5817-8002
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6194974,AMA. ESPECIALIDADES CAPAO REDONDO,"AV. COMENDADOR SANTANA, 774, JD BOA ESPERANÇA, São Paulo, 05866000",5874-2846
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,6998178,AMA. ESPECIALIDADES JARDIM PIRAJUSSARA,"AV. AMADEU DA SILVA SAMELO, 423, JARDIM MARTINICA CJ. HAB., São Paulo, 05760-140",5842-3403
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6980740,BASE SAMU - SUL - CAPAO REDONDO PB - AM945 SIV,"TRAVESSA CASTANHA DO PARA, 49, INSTITUTO ADVENTISTA CJ. HAB., São Paulo, 05868-730",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,7272804,BASE SAMU - SUL - CAPAO REDONDO PB - URAM MC1092,"TRAVESSA CASTANHA DO PARA, 49, INSTITUTO ADVENT CJ. HAB., São Paulo, 05868-730",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,7272812,BASE SAMU - SUL - CAPAO REDONDO PB - URAM MC1119,"TRAVESSA CASTANHA DO PARA, 49, INSTITUTO ADVENT, São Paulo, 05868-730",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6982697,BASE SAMU - SUL - JARDIM ANGELA - AM942,"TRAVESSA COMENDADOR SANTANNA, 1141, JD ANGELA, São Paulo, 05866-000",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,7272898,BASE SAMU - SUL - JARDIM UMARIZAL - AM940,"R. ANACE, 161, JARDIM UMARIZAL, São Paulo, 05755-090",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,7272901,BASE SAMU - SUL - PANAMBI - AM892 SIV,"R. DEPUTADO JOÃO SUSSUMU HIRATA, 33, VILA ANDRADE, São Paulo, 05715-010",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,6983774,BASE SAMU - SUL - PIRAJUSSARA - AM943,"R. LOUIS BOULANGER, 120, JD BOM REFUGIO, São Paulo, 05788-330",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,7024428,BASE SAMU - SUL - PIRAJUSSARA - AM944,"R. LOUIS BOULANGER, 120, JD BOM REFUGIO, São Paulo, 05788-330",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,7001347,BASE SAMU - SUL - VILA ANDRADE - AM941,"R. NELSON BRISSAC, 1191 1191, PQ REGINA, São Paulo, 05773-110",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,7257902,BASE SAMU - SUL- PANAMBI - AM818 SAV,"R. DEPUTADO JOÃO SUSSUMO HIRATA, 33, VILA ANDRADE, São Paulo, 05715-010",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2028816,CAPS Adulto II J LÍDIA,"R. GUTEMBERG JOSÉ FERREIRA, 50, JD LIDIA, São Paulo, 05860070",5513-9560
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,6879799,CAPS Adulto III PARAISOPOLIS,"R. SILVEIRA SAMPAIO, 660, JD MORUMBI, São Paulo, 05656-010",3742-6303
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,3273997,CECCO CAMPO LIMPO,"AV. CARLOS LACERDA, 678, CAMPO LIMPO, São Paulo, 05789000",5843-4843
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2027267,CECCO SANTO DIAS,"TRAVESSA JASMIM DA BEIRADA, 71, CAPÃO REDONDO, São Paulo, 05868580",5821-8950
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2815230,CTA PQ IPE,"R. FRANCISCO ANTUNES MEIRA, 255, PQ IPÊ, São Paulo, 05742060",5842-8962
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,4049918,PA J MACEDONIA(até abr/09-PA/UBS),"R. LOUIS BOULOGNE, 133, JD MACEDONIA, São Paulo, 05894350",5821-1147
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2069644,SAE DST/AIDS J MITSUTANI,"R. VITORIO EMANUELE ROSSI, 97, JARDIM BOM REFUGIO, São Paulo, 05788-280",5841-9020
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,3317102,SUPERVISAO TECNICA SAUDE CAMPO LIMPO,"AV. NOSSA SENHORA DO BOM CONSELHO, 59, JD LARANJAL, São Paulo, 05763470",
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2752417,SUVIS CAMPO LIMPO,"AV. NOSSA SENHORA DO BOM CONSELHO, 59, CAMPO LIMPO, São Paulo, 05763470",5814-8760
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2786745,UBS ALTO DO UMUARAMA,"R. ODEMIS, 468, JD UMUARAMA, São Paulo, 05783180",5816-3342
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2786842,UBS CAMPO LIMPO,"R. JORGE OZZI, 211, JD CATANDUVA, São Paulo, 05767450",5841-1871
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2774763,UBS CAMPO LIMPO-FRANCISCO S SOBRINHO,"R. DR JOVIANO PACHECO AGUIRRE, 255, CAMPO LIMPO, São Paulo, 05788290",5841-2654
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2787318,UBS J COMERCIAL,"R. COSTA NOVA DO PRADO, 92, JD LILAH, São Paulo, 05885190",5873-4880
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,6329527,UBS J DAS PALMAS,"R. FRANCISCO DE SALES, 10, JD DAS PALMAS, São Paulo, 05749280",5843-8340
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6365817,UBS J ELEDY,"R. SEBASTIAO ADVINCULA CUNHA, 470, JD ELEDY, São Paulo, 05856140",5823-9437
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2787393,UBS J GERMANIA,"R. JOÃO FUGULIM, 338, JD GERMANIA, São Paulo, 05849340",5511-1761
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,6039111,UBS J HELGA,"R. THOMAS DE ARAUJO, 53, JD HELGA, São Paulo, 05794380",5842-2399
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2787563,UBS J LIDIA,"R. GUTEMBERG JOSÉ FERREIRA, 50, JD LIDIA, São Paulo, 05860070",5511-4428
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6195008,UBS J MACEDONIA(até abr/09 junto com PA Maced),"R. SORIANO DE ALBUQUERQUE, 77, JD MACEDONIA, São Paulo, 05894440",5823-6158
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,5620341,UBS J MAGDALENA,"R. VITORIANO PALHARES, 221, JD MAGDALENA, São Paulo, 05890320",5824-6020
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,5695813,UBS J MARACA,"R. FERES BECHARA, 506, JD MARACA, São Paulo, 05867390",5874-7421
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2787571,UBS J MARCELO,"R. GASTÃO RAUL FOURTON BOUSQUET, 377, JD MARCELO, São Paulo, 05797000",5825-2279
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2787636,UBS J MITSUTANI,"R. FREI XISTO TEUBER, 50, JD MITSUTANI, São Paulo, 05791080",5842-9292
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,3956946,UBS J OLINDA,"R. CANORI, 190, JD OLINDA, São Paulo, 05757250",5846-1788
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2787768,UBS J SAO BENTO,"R. JOÃO ROBALO, 64, JD SÃO BENTO, São Paulo, 05881000",5873-2681
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,6380417,UBS J VALQUIRIA(até07/10 JMarcelo),"AV. CARLOS LACERDA, 3093, JD VALQUIRIA, São Paulo, 05789001",5825-6166
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,3614948,UBS LUAR DO SERTÃO,"R. LUAR DO SERTÃO, 980, CHÁCARA STA. MARIA, São Paulo, 05879450",5874-1826
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,2788187,UBS PARAISOPOLIS,"R. MELCHIOR GIOLA, 80, JD PARAISOPOLIS, São Paulo, 05664000",3744-5223
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,3956954,UBS PARAISÓPOLIS II,"R. PASQUALE GUALUPPI, 951, PARAISÓPOLIS, São Paulo, 05660000",3501-9031
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,6564410,UBS PARAISOPOLIS III,"R. SILVEIRA SAMPAIO, 660, JD MORUMBI, São Paulo, 05656010",3742-2978
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,5992842,UBS PARQUE MARIA HELENA,"R. DR BENEDITO MATARAZZO, 371, PQ MARIA HELENA, São Paulo, 05854090",5510-8380
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2788268,UBS PQ ARARIBA CEO II LRPD,"R. FRANCISCO SOARES, 81, JD INGÁ, São Paulo, 05774300",5511-5573
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2788314,UBS PQ ENGENHO II,"AV. DOM RODRIGO SANCHES, 700, PQ ENGENHO, São Paulo, 05892360",5821-2274
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Capão Redondo,2788322,UBS PQ FERNANDA,"R. ERNESTO SOARES FILHO, 301, PQ FERNANDA, São Paulo, 05888070",5821-1632
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2788381,UBS PQ REGINA,"R. MELO COUTINHO, 260, PQ REGINA, São Paulo, 05775230",5511-8585
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Vila Andrade,2789191,UBS V PRAIA-VITORIO ROLANDO BOCCALATTI,"R. ANDRÉ DE ANDRADE, S/N, VL PRAIA, São Paulo, 05749240",3742-9041
SMS,MUNICIPAL,Sul,Campo Limpo,Campo Limpo,Campo Limpo,2789205,UBS V PREL-ANTONIO BERNARDES DE OLIVEIRA,"R. TEREZA MAIA PINTO, 11, VL PREL, São Paulo, 05780390",5511-1630
SMS,PRIVADA,Sul,Campo Limpo,Campo Limpo,Vila Andrade,2071991,SENESP,"R. CLARINDO, 59, VILA ANDRADE, São Paulo, 05718300",3771-2203
SES,ESTADUAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6432530,AME AMB MED ESPEC INTERLAGOS,"R. ARTHUR NASCIMENTO JUNIOR, 120, JARDIM SATELITE, São Paulo, 04815180",5668-2500
SES,ESTADUAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2077671,HOSP SES DO GRAJAU,"R. FRANCISCO OCTAVIO PACCA, 180, PARQUE DAS NACOES, São Paulo, 04822030",3544-9443
SES,ESTADUAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2065665,HOSP SES MAT INTERLAGOS,"R. LEONOR ALVIM, 211, JD LEBLON, São Paulo, 04802190",5666-0222
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6149731,AMA D MARIA ANTONIETA F BARROS(desat Ago2013),"R. ANTONIO FELIPE FILHO, 180, GRAJAÚ, São Paulo, 04845000",5928-0345
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6149758,AMA JARDIM CASTRO ALVES,"R. JOÃO PAULO BARRETO, 131, JD CASTRO ALVES, São Paulo, 04842150",5924-5670
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6149774,AMA JD ICARAI,"R. SÃO ROQUE DO PARAGUAÇU, 190, VL QUINTANA, São Paulo, 04837150",5973-6677
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6149790,AMA JD MIRNA,"R. DR JUVENAL HUDSON FERREIRA, 13, JD MIRNA, São Paulo, 04856140",5527-8798
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6360890,AMA. ESPECIALIDADES JARDIM ICARAI,"R. SÃO ROQUE DO PARAGUAÇU, 190, VILA QUINTANA, São Paulo, 04837150",5928-0272
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2751887,AMB ESPEC J CLIPER,"R. DR CARLOS PEZZOLO X R. AINDA GOMES, S/N, JD ESMERALDA, São Paulo, 04828070",5928-5703
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2751909,AMB ESPEC MILTON ALDRED CEO II,"R. SÃO CAETANO DO SUL, 381, GRAJAÚ, São Paulo, 04840230",5932-2015
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,7024363,BASE SAMU - SUL - BALNEARIO SAO JOSE - AM949,"AV. SEN. TEOTONIO VILELA, 7900, , São Paulo, 04864-002",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,7272227,BASE SAMU - SUL - GRAJAU - AM952,"R. BILAC, 163, GRAJAU, São Paulo, 04840-610",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6982751,BASE SAMU - SUL - GRAJAU - AM953,"R. BILAC, 163, GRAJAU, São Paulo, 04840-610",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Socorro,6983952,BASE SAMU - SUL - GUARAPIRANGA PB - AM947,"AV. ROBERT KENNEDY, 3686, SOCORRO, São Paulo, 04772-001",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Socorro,7255691,BASE SAMU - SUL - GUARAPIRANGA PB - AM948 SAV,"AV. ROBERT KENNEDY, 3686, SOCORRO, São Paulo, 04772-001",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Socorro,7272820,BASE SAMU - SUL - GUARAPIRANGA PB - URAM MC1076,"AV. ROBERT KENNEDY, 3686, SOCORRO, São Paulo, 04772-001",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Socorro,7272839,BASE SAMU - SUL - GUARAPIRANGA PB - URAM MC1081,"AV. ROBERT KENNEDY, 3686, SOCORRO, São Paulo, 04772-001",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6982824,BASE SAMU - SUL - INTERLAGOS - AM950,"AV. INTERLAGOS, 5945, INTERLAGOS, São Paulo, 04777-001",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,7024398,BASE SAMU - SUL - INTERLAGOS - AM951,"AV. INTERLAGOS, 5945, INTERLAGOS, São Paulo, 04777-001",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,7272855,BASE SAMU - SUL - INTERLAGOS - URAM MC1096,"AV. INTERLAGOS, 5945, INTERLAGOS, São Paulo, 04777-000",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,7272863,BASE SAMU - SUL - INTERLAGOS - URAM MC1111,"AV. INTERLAGOS, 5945, INTERLAGOS, São Paulo, 04777-000",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6999697,BASE SAMU - SUL - TEOTONIO VILELA - AM870,"AV. SEN. TEOTONIO VILELA, 7900, JD SAO RAFAEL, São Paulo, 04864-002",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,5608678,CAPS AD II CAPELA DO SOCORRO,"R. LUIZ ROTTA, 300, JARDIM PANORAMA, São Paulo, 04836-500",5667-6277
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,7165072,CAPS Adulto II CAPELA DO SOCORRO,"R. MARIA APARECIDA ANACLETO, 448, CIDADE DUTRA, São Paulo, 04809-120",5666-8157
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6657184,CAPS Infantil II CAPELA SOCORRO,"R. CARUANENSE, 186, JARDIM NOVO HORIZONTE, São Paulo, 04858300",5526-6389
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2027453,CECCO INTERLAGOS,"AV. ATLANTICA, 4988, INTERLAGOS, São Paulo, 04772-002",5666-7166
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,4050282,PS MUN/AMA MARIA ANTONIETA F DE BARROS,"R. ANTONIO FELIPE FILHO, 180, GRAJAÚ, São Paulo, 04845000",5972-4881
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,4049802,SAE DST/AIDS CIDADE DUTRA,"R. CRISTINA VASCONCELOS CECCATO, 109, CIDADE DUTRA, São Paulo, 04802080",5666-8386
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,3317145,SUPERVISAO TECNICA SAUDE C SOCORRO,"R. CASSIANO DOS SANTOS, 499, JD CLIPER, São Paulo, 04827110",
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2815559,SUVIS CAPELA DO SOCORRO,"R. JACINTO JULIO, 589, JARDIM SATÉLITE, São Paulo, 04815160",5667-5468
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6365825,UAD CAPELA DO SOCORRO,"R. GUARUVÁ, 429, CIDADE DUTRA, São Paulo, 04807030",5666-5051
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,4049896,UBS ALCINA PIMENTEL PIZA,"ESTRADA DE ITAQUAQUECETUBA, 8855, ILHA DO BORORÉ, São Paulo, 04846010",5974-2289
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,3992101,UBS CHACARA DO CONDE,"R. CONSTELAÇÃO DO ESQUADRO, 5, JD CAMPINAS, São Paulo, 04858010",5938-6611
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6280188,UBS CHACARA DO SOL,"R. JOAO CARLOS DE OLIVEIRA, 3, CHACARA DO SOL, São Paulo, 04855515",5931-4151
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6090591,UBS CHACARA SANTO AMARO,"R. LUIZ CARLOS DE ALMEIDA, 51, CHACARA SANTO AMARO, São Paulo, 04875120",5974-9922
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2787067,UBS GAIVOTAS,"AV. SÃO PAULO, 23-A, JD GAIVOTA, São Paulo, 04849000",5932-6407
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2787253,UBS J CASTRO ALVES,"R. JOÃO PAULO BARRETO, 131, JD CASTRO ALVES, São Paulo, 04842150",5924-5670
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2787369,UBS J ELIANE,"R. HENRY ARTHUR JONES, 201, JD ELIANA, São Paulo, 04851002",5528-1887
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2787474,UBS J ICARAI-QUINTANA,"R. SÃO ROQUE DO PARAGUAÇU, 190, VL QUINTANA, São Paulo, 04837150",5928-0272
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2787628,UBS J MIRNA,"R. DR JUVENAL HUDSON FERREIRA, 13, JD MIRNA, São Paulo, 04856140",5526-2114
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6822991,UBS J NOVO HORIZONTE,"R. CARUANENSE, 186, JARDIM NOVO HORIZONTE, São Paulo, 04857-300",5938-2208
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2787709,UBS J REPUBLICA,"AV. GONÇALO DE PAIVA GOMES, 285, JD REPUBLICA, São Paulo, 04812090",5663-5000
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2787903,UBS J TRES CORACOES,"R. GENERAL JOSÉ DE OLIVEIRA RAMOS, 275, JD TRÊS CORAÇÕES, São Paulo, 04855330",5528-6223
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2787997,UBS JORDANOPOLIS,"R. CONTOS AMAZONICOS, 1, CIDADE DUTRA, São Paulo, 04830130",5928-2453
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2788403,UBS PQ RESID COCAIA INDEPENDENTE,"R. FILINTO MILANEZ, 26, PQ RESIDENCIAL COCAIA, São Paulo, 04849040",5931-5847
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2788551,UBS SERGIO CHADDAD,"AV. CARLOS OBERHUBER, 659, VL SÃO JOSE, São Paulo, 04836130",5924-3636
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,2789299,UBS VARGINHA,"R. HENRIQUE MUZZIO, 383, JD VARGINHA, São Paulo, 04857040",5526-3988
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Socorro,2789302,UBS VELEIROS,"AV. CLARA MANTELLI, 185, VELEIROS, São Paulo, 04771180",5681-5520
SMS,MUNICIPAL,Sul,Capela do Socorro,Capela do Socorro,Grajaú,6998186,UBS VILA NATAL,"AV. PROFESSORA MARTA MARIA BERNARDES, 246, VILA NATAL, São Paulo, 04863-000",5527-4071
SMS,PRIVADA,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,6207693,CLINEFRO CLINICA NEFROLOGICA,"R. PROFESSOR ENEAS DE SIQUEIRA NETO, 549, JARDIM DAS IMBUIAS, São Paulo, 04829300",5971-4545
SMS,PRIVADA,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2091704,CS ESC ANANIAS PEREIRA PORTO,"R. CASSIO DE CAMPOS NOGUEIRA, 340, JD DAS IMBUIAS, São Paulo, 04829300",2141-8813
SMS,PRIVADA,Sul,Capela do Socorro,Capela do Socorro,Cidade Dutra,2091666,HOSP WLADIM ARRUDA(s/convSMSde07/09a10/10),"R. CASSIO DE CAMPOS NOGUEIRA, 340, JARDIM DAS IMBUIAS, São Paulo, 04829300",
SMS,PRIVADA,Sul,Capela do Socorro,Capela do Socorro,Socorro,6273513,SORIM SEDIT SUL NEFROLOGIA DIALISE E TRANSPL,"R. OLIVIA GUEDES PENTEADO, 900, SOCORRO, São Paulo, 04766000",2348-6400
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,6138667,AMA HOSP CAMPO LIMPO FERNANDO MAURO ROCHA(Aut),"R. TEREZA MOUCO DE OLIVEIRA, S/N, JD SÃO LUIZ, São Paulo, 05835005",5512-4537
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,6133541,AMA J ALFREDO,"R. DINAR, 51, JD ALFREDO, São Paulo, 04913120",5514-6355
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim Ângela,3474674,AMA J ANGELA,"ESTRADA GUAVIRITUBA, 49, VL SANTA LÚCIA, São Paulo, 04937000",5831-5665
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim Ângela,6133576,AMA J CAPELA,"R. BARAO DE PAIVA MANSO, 200, JD CAPELA, São Paulo, 04960110",5517-0226
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,6133525,AMA J SÃO LUIZ,"R. LUIZ ANTONIO VERNEY, 98, JD SÃO LUIZ, São Paulo, 05846380",5511-1153
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,6133592,AMA PQ FIGUEIRA GRANDE,"R. DANIEL KLEIN, 211, PQ FIGUEIRA GRANDE, São Paulo, 04915170",5514-6609
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim Ângela,6133606,AMA PQ NOVO STO AMARO,"R. PORTA DO PRADO, 18, PQ NOVO STO AMARO, São Paulo, 05874130",5831-1448
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,6133614,AMA PQ STO ANTONIO,"R. MANUEL BORDALO PINHEIRO, 100, PQ SANTO ANTONIO, São Paulo, 05850230",5511-4249
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,6200389,AMA. ESPECIALIDADES J SÃO LUIZ,"R. LUIZ ANTONIO VERNEY, 98, JD SÃO LUIZ, São Paulo, 05846380",5511-1153
SMS,MUNICIPAL,Sul,M'Boi Mirim,M'Boi Mirim,Jardim São Luiz,2091658,AMB ESPEC J IBIRAPUERA,"R. PHILIPE DE VITRY, 280, JD SANTA JOSEFINA, São Paulo, 05819080",5894-7251
